,000001.SZ,000002.SZ,000069.SZ,000157.SZ,000166.SZ,000338.SZ,000568.SZ,000625.SZ,000725.SZ,000768.SZ,000776.SZ,000858.SZ,000876.SZ,000963.SZ,002007.SZ,002027.SZ,002230.SZ,002241.SZ,002304.SZ,002460.SZ,002475.SZ,002555.SZ,002594.SZ,002714.SZ,002736.SZ,300033.SZ,300059.SZ,300122.SZ,600000.SH,600011.SH,600015.SH,600016.SH,600018.SH,600019.SH,600028.SH,600029.SH,600031.SH,600036.SH,600048.SH,600050.SH,600061.SH,600085.SH,600104.SH,600111.SH,600115.SH,600196.SH,600276.SH,600362.SH,600406.SH,600436.SH,600519.SH,600570.SH,600585.SH,600588.SH,600660.SH,600741.SH,600795.SH,600837.SH,600886.SH,600887.SH,600926.SH,601006.SH,601009.SH,601021.SH,601088.SH,601155.SH,601166.SH,601169.SH,601186.SH,601211.SH,601225.SH,601229.SH,601288.SH,601318.SH,601328.SH,601336.SH,601398.SH,601601.SH,601618.SH,601628.SH,601633.SH,601668.SH,601669.SH,601688.SH,601766.SH,601788.SH,601800.SH,601818.SH,601857.SH,601877.SH,601878.SH,601881.SH,601888.SH,601901.SH,601919.SH,601939.SH,601985.SH,601988.SH,601989.SH,601998.SH,603833.SH,603993.SH
000001.SZ,1.0,0.746599086619133,0.7252277741502818,0.45846177535321986,0.5729817168589316,0.26105859517274227,0.819748108796084,0.4863023069265214,0.747847597705927,0.47345877805251413,0.7867150821803871,0.8394276120823042,0.6471112642965428,-0.550351454404812,-0.43320164390312793,0.7045681707983955,0.5652275755110839,0.6590302183858384,0.8175183573044618,0.6735732589260998,0.441927461656388,0.6424446822664258,0.5521799319536266,0.440202871618304,0.16455841411710725,0.6006645419835824,0.7935056312996064,-0.4899989215183323,-0.20999025010194047,-0.06006305468165624,-0.34949083616707655,0.13335019504523024,-0.3582929940748136,0.6425692549825405,0.5943221051812954,0.43519334829467266,0.7959023565898032,0.6337659962604714,0.6983836927166641,0.6153215259083117,0.7167277359391062,0.5576565787079494,-0.2658765580250937,0.8454080908491256,-0.38910727755119967,-0.14680792712457222,-0.5715908589848929,0.4714614952748037,0.7077213485941489,0.3684076905673,0.6043655855130666,0.6766940601958975,0.20017515465094338,0.633871558751886,0.37974013388057304,0.6021520817353875,-0.41869026619858946,0.132865459372792,0.5400737252615511,0.04114058690494743,0.856068692551116,-0.31776876628492223,-0.17990456472471708,-0.01877854638953171,-0.41381009714396383,0.7007692064834284,0.12715326948812597,-0.21544452635264663,0.861244414650007,0.14229891773764866,-0.24147300898672244,-0.32752722922864663,-0.49172455510186125,0.9036869852565866,-0.49144889212625315,0.7046305277176913,-0.44616258335875486,0.686271635765889,0.7413505305500633,0.49295520469196025,0.3990325085461488,0.7981974040731196,0.3884283017395706,0.1754551926960672,0.8274798502172653,0.6793728546029524,0.7684865221084448,-0.35987451251138447,-0.04534224825268096,0.721987566725896,0.7969438558691918,0.7126489503178942,0.653940734753713,-0.21458790876292644,-0.09880561863153348,-0.5133015788715312,-0.2633097816333008,-0.27620858839022583,0.6003835577583209,-0.32324741834059645,0.7825322783738614,0.28872550865665425
000002.SZ,0.746599086619133,1.0,0.8728131185188991,0.1960228301048422,0.2844426736619032,-0.16249953808539638,0.8121393630153059,0.22417208073598496,0.7711002891723936,0.6835681302475795,0.8097485955751643,0.7071569830687866,0.7105398695047506,-0.8189070648171967,-0.7325213937247471,0.6820391826148886,0.5253169461943529,0.5182174372619902,0.8032751945701072,0.7185511900297352,0.5132060232382265,0.6645391880158202,0.5915089125782228,0.47338449421108164,0.013602440964873433,0.6642256886922957,0.8477677622706049,-0.6322636011685213,-0.6032796678867395,0.011223278133285738,-0.7091559754200221,-0.17302356008775055,-0.5999493681768214,0.5260120251737201,0.4748202037525542,0.5443010044102293,0.6032644196003362,0.2654399215289518,0.9415925139294687,0.7040364371946296,0.8242293622240594,0.6181069852628435,-0.49362397281516174,0.7594278709103532,-0.49266419946426926,-0.5570622026286589,-0.7662091982225078,0.2918757564626471,0.6655161714527383,0.17805448112697286,0.49971695128936605,0.7448706430821765,0.04590408069939437,0.7121280885490817,0.40944142826561664,0.5074495536605378,-0.6145340866794536,-0.07122697292470237,0.5942702324521724,-0.3660298147008258,0.7567124737270525,-0.609802424667946,-0.42501345429109955,0.14896276861395466,-0.6514605084860398,0.9594311162618969,-0.3018664298614408,-0.6011860469996974,0.7921745337917234,-0.13191659507407189,-0.4401057497606869,-0.6792105693749889,-0.7407273494127193,0.8387999274567215,-0.7535484613287914,0.8011786942372262,-0.6757913805627583,0.6050707089723014,0.5395535790057507,0.3264826212432368,0.35663753285595007,0.7638826758192915,0.16306590166368967,0.013022346985417876,0.642360865894309,0.7631644416388053,0.7587536918703851,-0.6747542942505454,-0.15836291232145802,0.8578768443836045,0.8558562299595828,0.7425398346366743,0.5354880099338816,-0.49320994360848736,-0.3708899079394052,-0.783496246870707,-0.5041053079883224,-0.4762204973442618,0.5705849710742162,-0.662651587195379,0.8391593230371585,0.14856748786068907
000069.SZ,0.7252277741502818,0.8728131185188991,1.0,0.146706871324822,0.36909965356402935,-0.2347443543197553,0.8652228221102772,0.3071060342063536,0.7676278246870853,0.7079116629565797,0.8340683272158406,0.7189370730006645,0.8162830829310987,-0.7479124849700661,-0.6880830043409335,0.7380541610093783,0.456203100983212,0.5705371158874021,0.809141957872204,0.7594292292462184,0.5236404344524109,0.5477966806492962,0.6576840017757376,0.6543870685361058,0.10355531854183486,0.6154168788983251,0.7850595693349592,-0.6873526915548225,-0.5362157767707182,0.07746973388918943,-0.6795310538834102,-0.12126204107775242,-0.4734731032954625,0.4849630544396164,0.5170024832457807,0.5729429082948513,0.5832522311445735,0.23518996015402435,0.878097356924398,0.7443589536085419,0.791128414822852,0.5576862928350891,-0.45049075082952555,0.7632624176921738,-0.3123615128756857,-0.4135094497059042,-0.7002387874590966,0.33836827135111586,0.7019890682703962,0.17417363077605297,0.5244847167425841,0.7203757646781076,0.00012437003342139768,0.7473154360546618,0.47103757291488496,0.5160175152978499,-0.5608742169502529,0.05093525504349244,0.6506632023630805,-0.3129681405056394,0.7461738372020222,-0.4945030367997519,-0.5033772761372194,0.1952433343722203,-0.5880904596727543,0.8456794819848801,-0.32142655697336914,-0.5694722901726388,0.7818222494594879,-0.015313397495786205,-0.4666444638386418,-0.6396453496118809,-0.730231678710194,0.7868025540975893,-0.7282005295492907,0.7384594156424299,-0.6859473836410968,0.46471919061432554,0.6014884547704136,0.2053585896352943,0.5065130114727804,0.7586388533815192,0.2578051932586434,0.15264208942456484,0.6638087558787437,0.6911533465113316,0.7626127466938702,-0.5888838246609281,-0.015225026376377987,0.790512371580109,0.7976422780318854,0.7546353258367341,0.588442155348672,-0.45015604645031565,-0.3139672834520346,-0.7403354121351756,-0.3763871064660756,-0.5332096620438637,0.6347073247727258,-0.6238373773910325,0.7765367997069759,0.1953498325208164
000157.SZ,0.45846177535321986,0.1960228301048422,0.146706871324822,1.0,0.13473617230301427,0.5481068437652191,0.1580064691508044,0.4137193326281221,0.1838413816436227,0.0760898307899391,0.167971048767639,0.5593540094869528,0.042156137567270734,-0.12349490858829781,-0.021598148641572983,0.07514162281978055,-0.04995989060481156,0.39027146573455224,0.2933070281682524,0.16774681825960455,-0.1140005733535468,0.014062748166744651,-0.039201349901493966,-0.0174330751502272,0.19818341112377427,-0.015276322804423413,0.0668967300593623,0.1983883916117315,0.20539824623159816,0.040611932142486935,0.0759799460620638,0.16334140115998677,-0.03933743596949847,0.4589310750961439,0.5225187535813738,-0.025236980353156867,0.7549566645912398,0.7525666619381636,0.09908492058876452,0.07980723539873374,0.03100252908878966,-0.012004935546264472,0.35211688266828634,0.41310481240317803,-0.13400112120041485,-0.038398798707397895,-0.14408825025254934,0.6393653617293183,0.005507047711743235,0.021054035202613373,0.06683225347518609,-0.0042710217121508425,0.23291307451987353,-0.08077036987983251,0.2678675197976041,0.20284840565297746,0.24800617088222754,0.17557329281571898,-0.05196628533425946,0.17595000792145207,0.4571660200521032,0.1755115343329762,0.09400110296341668,-0.3994360409842212,0.20920310941644635,0.16633543979087187,0.5827279473369282,0.3542249702489139,0.22568670111036582,0.2514904692319312,0.42728512643090205,0.31021973372744566,-0.06370216181564575,0.3891295457369994,-0.03598125029940932,0.11603853168761258,0.00964094752948636,0.7101519314816155,0.2766661465779634,0.39363186365459524,0.10525281451161365,0.2063328476363787,0.04042109013668061,0.3485883498039017,0.19457016699344706,0.26685411031546746,0.09768214791267742,0.1655296569608903,0.2560798562033402,0.12655961307790778,0.15485749916783945,0.02358689413958126,0.2852135144339732,-0.021837560585951057,0.11407854124503604,-0.02221842978875685,0.044566447544328876,-0.07871236694616036,0.13431849625129233,0.24100495815290482,0.3345855003009663,0.5207349697132325
000166.SZ,0.5729817168589316,0.2844426736619032,0.36909965356402935,0.13473617230301427,1.0,0.2661518152021632,0.4481476154577322,0.327294508965632,0.47922001347324733,0.06296512921125282,0.593077345156363,0.3569375742364132,0.36337757118603103,-0.08222124208382263,0.01575066613304585,0.43171212901826433,0.5021461865704685,0.441325525320879,0.36232271947375105,0.25731120378205236,0.5553489000482309,0.4952774456735789,0.3430250438189713,0.22610412336847463,0.5004856200968743,0.4786923853080503,0.6177426948977721,-0.12985846900323794,0.17990564421010732,-0.14904149442927148,0.03200782811576602,0.4002996310544722,0.050138003180579205,0.31287133395216327,0.1187866961461627,0.3135826456650565,0.28386575106140116,0.3538474586392451,0.2769637322518076,0.34999581370275323,0.5584605869030547,0.287265961067539,0.05203833935343794,0.4267645616017764,-0.07171602416514089,0.3087587642373278,-0.02235009757199428,0.16216096695022267,0.45298170689925166,0.5134009780209755,0.5660195723814279,0.4952085556752355,0.34468947848679593,0.41137057895390505,0.20155563737160506,0.3745645158002095,-0.1785870697103208,0.34843996626678964,0.17423649227188073,0.4549693684702281,0.3490938836907629,-0.18497679291674887,0.1690238193453544,0.3526295889349728,-0.11105935557875861,0.26985391485694266,0.18283961057139062,-0.04684585453867799,0.5192375087052792,0.4159309900331392,-0.1541438262563285,-0.12020519597458564,-0.053546228120001,0.5578391863125974,-0.009577285820668885,0.32236503008567724,-0.06089137885367982,0.2343958331567175,0.6451147536952572,0.43433035563622363,0.2257515161869188,0.5223744292743752,0.317263889417503,0.34039247956237006,0.578396445017687,0.46022177989222873,0.3338335997231139,0.0020242079599341414,-0.234299924309773,0.39083954690270595,0.6177296719089583,0.6568990788867631,0.47201112355370095,0.2550740980521512,0.23731997823321227,-0.07595961739673895,-0.05640356906708651,0.09999562208689376,0.5580980949230486,0.023203075563230386,0.30863629863162056,0.04126848116695301
000338.SZ,0.26105859517274227,-0.16249953808539638,-0.2347443543197553,0.5481068437652191,0.2661518152021632,1.0,-0.09236602398497777,0.3291724583893113,0.02562908702049005,-0.47104863895049864,-0.09180120520875658,0.11273284203104993,-0.25362884838973976,0.31499125413319345,0.44477031605576306,0.0012147494413178167,0.2955296909216587,0.23213381526647645,-0.100644828768374,-0.08208756552116857,0.11441615361283768,0.2854665644890594,-0.18913394416173124,-0.34139702904969865,0.20050892705421183,0.06545640501029822,-0.031312309766094566,0.4019901135553324,0.5072971914224257,-0.43288051402512506,0.5359010681141307,0.3770953283264072,0.19944878964364712,0.215854848801133,0.1649469845800541,-0.3627527286606728,0.26818800581787067,0.4843779572353016,-0.2421589234484585,-0.31650794692485595,-0.14877156564369667,0.07955149374981117,0.3061847194507338,0.06918181892741732,-0.20260885859691982,0.3772823057017161,0.2311309153001775,0.04290261756145362,-0.11966047680742713,0.5340932701630695,0.21224865958631664,0.05552645100220332,0.2517169902167171,-0.08205416784278002,0.000214985710435577,0.21986834409049472,0.08827781942691981,0.0031650046323590995,-0.3943323925336515,0.6433282086602969,0.09267696904894733,0.14479366468718713,0.5672566576515082,-0.29987229222836687,0.1841209714854172,-0.13818295367501585,0.6885668045293518,0.47853095382891947,0.03479887537281052,0.0818176953345281,0.2643307475161368,0.4617448880080983,0.3829776916363386,0.1296479781727524,0.3514565811338278,-0.1169690018689047,0.245571802244816,0.29619005715552177,0.09236699033209704,0.5816328891835503,-0.26406127779778715,-0.04853081164289872,0.2666916742954814,0.08242319964512569,0.15612532653412725,0.0027073699969812257,-0.10541331503427624,0.33885656722630175,-0.22153428633142594,-0.03875943175353744,0.021322293512246165,-0.059877956258963055,0.23375653974150687,0.44250434784553677,0.3431122089996059,0.3226146791598182,-0.06932712223243848,0.37472974494154454,-0.0160577474365558,0.43117859253199997,0.019545639825484268,-0.05879096414529298
000568.SZ,0.819748108796084,0.8121393630153059,0.8652228221102772,0.1580064691508044,0.4481476154577322,-0.09236602398497777,1.0,0.3283247414208154,0.8355107857777161,0.5392009045788755,0.8587806760720212,0.7761425557074549,0.873768496656332,-0.6850141780106274,-0.6021945100930749,0.8289832516180543,0.566541486191961,0.5934410210287239,0.8920967386405466,0.8206954479761506,0.5261927163706289,0.6552251009527944,0.6982849316655586,0.7021885383279107,0.15031425029950993,0.6519992249889611,0.823225965031381,-0.7180408329118521,-0.46098397131770424,0.013020673843169612,-0.5708723433838733,-0.047530898829717984,-0.4831601862531299,0.5818718906519013,0.5905605408690375,0.5518666099974436,0.6128337901428215,0.26341615922476397,0.8113845763738706,0.7267368309182817,0.8354225715068573,0.5929604936087024,-0.47775044141275713,0.8006444106353378,-0.41812830458518174,-0.348014449488772,-0.6623989767335406,0.3571653304807639,0.8453671646839104,0.30857775921024566,0.6987113022322667,0.7823725444253397,0.05426445250234504,0.7492064850807787,0.4782032528681584,0.5730864190834871,-0.5940297006537303,0.06341958210126655,0.714709738226862,-0.25866735225678306,0.827061405371497,-0.47369086666985116,-0.42028677435086553,0.17628803983911623,-0.6155785047668622,0.7470899298480326,-0.21487654883653898,-0.4856536888408865,0.8672448645007816,0.059053097951472844,-0.4748146144216799,-0.5971774758695885,-0.6448222891377434,0.8287412666506212,-0.6935666523514133,0.7638273564574226,-0.6330533481393251,0.5035616741789245,0.6282548613439483,0.3259285136267605,0.5017425808620196,0.8112199320033148,0.32523634071422475,0.16651923731977678,0.8172886464212041,0.696802728313528,0.893433371054405,-0.5614881923325233,-0.1310404215341331,0.8109663531675023,0.8321595794728455,0.8267371004647971,0.6818143376176132,-0.39324236810893337,-0.22734872396999542,-0.6615584697250845,-0.3570855106581536,-0.41007768398259764,0.659506679854322,-0.5775654983441573,0.7973318293701482,0.1915436969954696
000625.SZ,0.4863023069265214,0.22417208073598496,0.3071060342063536,0.4137193326281221,0.327294508965632,0.3291724583893113,0.3283247414208154,1.0,0.27450842969435807,0.18264520745233645,0.4578135741651388,0.5506768790325647,0.26236831236639485,0.018364973344595994,-0.002263662371111567,0.2658841461057741,0.2039326393778708,0.625994726045224,0.4384505591632159,0.4094656436793374,0.09730565158101064,0.18610735592180325,0.31738962206389193,0.3333655646917187,0.37341727490343163,0.14371677147449213,0.274650039200053,-0.15957498048794627,-0.05460525718377499,0.12564359810604084,-0.16519766874654765,0.03574566966080007,-0.25894875953498564,0.15071595940334406,0.26390493347058436,0.25165437255861905,0.4960466732976411,0.4434443320478185,0.13590633866635313,0.1708187236066936,0.24368807322185745,0.24822307266823465,0.20627895256510517,0.47707316414991446,0.045364676342266125,0.2585382373505691,0.016762171802654283,0.3537733511628612,0.1698477475653364,0.14569464130383628,0.15475934933892013,0.17485832550076133,-0.14518364802598427,0.20771621518388805,0.2845942877136131,0.5636471951147951,-0.0993274924546696,0.49693670899334424,0.08929874159794086,0.20913248974575363,0.35786423640005743,0.0050411917973044494,-0.1870839411992972,-0.1518099793800712,-0.037151728161651715,0.16782908837463947,0.20727715948483486,-0.031228425308478552,0.42141253270345214,0.4166533403946433,-0.03229053907206656,-0.0828270860620474,-0.30192856594620726,0.376919153275864,-0.28580430939302387,0.19460694814514548,-0.3007130003485787,0.31875964775344395,0.4448106690755977,0.11797597212819973,0.5610097358836246,0.23243258699666666,0.508938448028918,0.38083346836766907,0.24588809711840956,0.3598005274157529,0.3610106547316869,-0.06242912747356632,0.14386213328392408,0.297918486562285,0.3490597462296221,0.3199708710410523,0.401204187653962,0.1658477574353753,-0.24078391013390932,-0.24065028961968205,0.12749660560296014,-0.35508645415435747,0.500477896988238,-0.08985637119992433,0.2740578166039258,0.29473467595517694
000725.SZ,0.747847597705927,0.7711002891723936,0.7676278246870853,0.1838413816436227,0.47922001347324733,0.02562908702049005,0.8355107857777161,0.27450842969435807,1.0,0.492785883403898,0.8001482843493597,0.6336959651911906,0.7251130301299885,-0.6420695805848197,-0.5304547197190209,0.7927973109437204,0.7181133953105715,0.7176008915274822,0.7043320448731444,0.7862722351344402,0.7036887502441482,0.7342152744911071,0.6035116246806794,0.4794736438072471,0.07629860329494752,0.7967264532863229,0.8358310365936488,-0.4956368305375258,-0.4563743313255664,-0.13566930023443613,-0.5445677125718639,-0.06918227394404657,-0.5374249407254305,0.47085071696034025,0.5591788981812709,0.36388446067252106,0.5571991906775241,0.27663733116183026,0.7125318516689197,0.5895069259155107,0.8220235210500415,0.6835324423960943,-0.4958293733600565,0.7681714624085632,-0.5405794376872923,-0.28498091516973373,-0.6374567370416174,0.16976856165077245,0.8324640359152925,0.47669838341038623,0.7201436761251768,0.8628450904168528,-0.017632097837966158,0.7881874532162567,0.37070690724751226,0.5324032181615732,-0.6124172953312956,-0.00937240268245404,0.5623627088871317,-0.1730205666054414,0.685823408031955,-0.5921918126944168,-0.3329373595363014,0.0692489838035699,-0.6629984629253177,0.7764465117362381,-0.1743295627106359,-0.5191266346029132,0.7779470291328137,-0.053624297236827455,-0.5773706245681351,-0.6241913835947256,-0.5760889387871684,0.7660428724635716,-0.6166758578944548,0.7647809714914824,-0.643151580075569,0.4532139914954856,0.5158934150710536,0.32836794360290505,0.2687284895248606,0.6822585669439603,0.3891635330403924,-0.02021228835821694,0.8376598518043613,0.7176140220409956,0.7834502570230066,-0.598019667600837,-0.2947818842730623,0.8197686546569738,0.8387119885544267,0.8015748599197049,0.6611883093230023,-0.2782563946870224,-0.23930058596883322,-0.6275220396959811,-0.5064488256263046,-0.4070773494192356,0.6205587343697926,-0.5931533179355616,0.730641027000953,-0.02442734124007361
000768.SZ,0.47345877805251413,0.6835681302475795,0.7079116629565797,0.0760898307899391,0.06296512921125282,-0.47104863895049864,0.5392009045788755,0.18264520745233645,0.492785883403898,1.0,0.6293648461747455,0.5525636099019582,0.5612415904560891,-0.5707293838270268,-0.6692586936593702,0.35525614147736334,0.13859095376333522,0.4132247406131832,0.6089301995268501,0.5617030901479609,0.11251176795073574,0.20327035407241625,0.44301495153214804,0.5389754106526438,-0.08215400035596694,0.34296380766468787,0.5402202500175887,-0.5617985017492138,-0.6238267959341657,0.43408885529665237,-0.764330031316474,-0.4282252360500562,-0.4465736171015448,0.1768187895172065,0.286683457400524,0.5552197609206485,0.4843637710137619,0.2051787919806881,0.6685643562859228,0.6497814348915109,0.594803582844546,0.3472317688244672,-0.4385882901339467,0.6094189974728604,-0.14840102688301407,-0.4170412648251964,-0.5464194252174362,0.3991695244806656,0.5139671518675487,-0.24098516839969963,0.08097725477838717,0.36418331913953766,-0.23807584499282894,0.5335928248564632,0.3296286649816278,0.25377222811141376,-0.26452578202115484,0.16090737631624882,0.5746793463556482,-0.5371960090012616,0.5412127777621433,-0.326965166111197,-0.7607708824921188,0.02359441351110556,-0.46533737667226766,0.6689633750713803,-0.43321329162996025,-0.5702644075320217,0.4789267569522972,0.07487576073947931,-0.3927153120483002,-0.6091266699727839,-0.8110494616921099,0.5287867732661048,-0.7419439700949132,0.5036076337006931,-0.6870598887113472,0.36605178372660724,0.3139865819125654,-0.258368645014276,0.5365564511005503,0.5132304681642538,0.03146966307247844,0.10568701209793825,0.39568367279410493,0.47069241787975,0.5431786537563763,-0.5800825340207783,0.3307418540169202,0.5486637491858509,0.4987081645690868,0.48463227296415795,0.24797417644851658,-0.43840413304465026,-0.4658449729989825,-0.7454768056995685,-0.14261991637906923,-0.7546418983764308,0.428265529057259,-0.5987139367913722,0.4870832002469703,0.3848344012342402
