kdcode,dt
000001.SZ,2020-02-26
000002.SZ,2020-02-26
000069.SZ,2020-02-26
000157.SZ,2020-02-26
000166.SZ,2020-02-26
000338.SZ,2020-02-26
000568.SZ,2020-02-26
000625.SZ,2020-02-26
000725.SZ,2020-02-26
000768.SZ,2020-02-26
000776.SZ,2020-02-26
000858.SZ,2020-02-26
000876.SZ,2020-02-26
000963.SZ,2020-02-26
002007.SZ,2020-02-26
002027.SZ,2020-02-26
002230.SZ,2020-02-26
002241.SZ,2020-02-26
002304.SZ,2020-02-26
002460.SZ,2020-02-26
002475.SZ,2020-02-26
002555.SZ,2020-02-26
002594.SZ,2020-02-26
002714.SZ,2020-02-26
002736.SZ,2020-02-26
300033.SZ,2020-02-26
300059.SZ,2020-02-26
300122.SZ,2020-02-26
600000.SH,2020-02-26
600011.SH,2020-02-26
600015.SH,2020-02-26
600016.SH,2020-02-26
600018.SH,2020-02-26
600019.SH,2020-02-26
600028.SH,2020-02-26
600029.SH,2020-02-26
600031.SH,2020-02-26
600036.SH,2020-02-26
600048.SH,2020-02-26
600050.SH,2020-02-26
600061.SH,2020-02-26
600085.SH,2020-02-26
600104.SH,2020-02-26
600111.SH,2020-02-26
600115.SH,2020-02-26
600196.SH,2020-02-26
600276.SH,2020-02-26
600362.SH,2020-02-26
600406.SH,2020-02-26
600436.SH,2020-02-26
600519.SH,2020-02-26
600570.SH,2020-02-26
600585.SH,2020-02-26
600588.SH,2020-02-26
600660.SH,2020-02-26
600741.SH,2020-02-26
600795.SH,2020-02-26
600837.SH,2020-02-26
600886.SH,2020-02-26
600887.SH,2020-02-26
600926.SH,2020-02-26
601006.SH,2020-02-26
601009.SH,2020-02-26
601021.SH,2020-02-26
601088.SH,2020-02-26
601155.SH,2020-02-26
601166.SH,2020-02-26
601169.SH,2020-02-26
601186.SH,2020-02-26
601211.SH,2020-02-26
601225.SH,2020-02-26
601229.SH,2020-02-26
601288.SH,2020-02-26
601318.SH,2020-02-26
601328.SH,2020-02-26
601336.SH,2020-02-26
601398.SH,2020-02-26
601601.SH,2020-02-26
601618.SH,2020-02-26
601628.SH,2020-02-26
601633.SH,2020-02-26
601668.SH,2020-02-26
601669.SH,2020-02-26
601688.SH,2020-02-26
601766.SH,2020-02-26
601788.SH,2020-02-26
601800.SH,2020-02-26
601818.SH,2020-02-26
601857.SH,2020-02-26
601877.SH,2020-02-26
601878.SH,2020-02-26
601881.SH,2020-02-26
601888.SH,2020-02-26
601901.SH,2020-02-26
601919.SH,2020-02-26
601939.SH,2020-02-26
601985.SH,2020-02-26
601988.SH,2020-02-26
601989.SH,2020-02-26
601998.SH,2020-02-26
603833.SH,2020-02-26
603993.SH,2020-02-26
